farm_id,crop,area,yield,rainfall,temperature,fertilizer,pesticide,soil_type,irrigation,cost,revenue,profit,season,region
1334,Wheat,10.0,5,5000,100,200,10,Clay,yes,-500,100,500,Wet,Region2
1335,Wheat,-5.0,-1,100,20,50,10,Sandy,yes,-500,100,-1000,Wet,Region2
1336,Maize,-5.0,5,10000,100,200,10,Clay,yes,1000,100,-1000,Wet,Region2
1337,Maize,1.5,5,100,100,50,10,Sandy,yes,-500,2000,500,Dry,Region1
1338,Maize,1.5,-1,100,45,50,100,Clay,1,1000,2000,-1000,Dry,Region1
1339,Wheat,10.0,5,100,20,200,100,Sandy,1,-500,2000,500,Wet,Region1
1340,Maize,10.0,2,10000,100,200,10,Clay,yes,-500,2000,500,Dry,Region1
1341,Maize,10.0,2,5000,45,50,100,Sandy,0,-500,100,-1000,Dry,Region2
1342,Rice,-5.0,2,100,20,200,100,Clay,yes,-500,2000,500,Dry,Region1
1343,Wheat,-5.0,5,100,20,50,100,Sandy,yes,1000,100,-1000,Dry,Region2
1344,Wheat,1.5,2,10000,100,200,100,Clay,0,1000,100,-1000,Dry,Region1
1345,Wheat,10.0,-1,5000,45,50,100,Clay,1,1000,2000,500,Wet,Region1
1346,Wheat,1.5,5,100,45,200,100,Sandy,yes,1000,100,500,Dry,Region1
1347,Rice,-5.0,5,10000,45,50,10,Sandy,0,-500,2000,500,Dry,Region1
1348,Wheat,-5.0,5,5000,100,50,10,Clay,yes,1000,2000,-1000,Wet,Region1
1349,Wheat,-5.0,5,100,100,200,10,Clay,yes,-500,100,500,Dry,Region1
1350,Maize,10.0,-1,5000,100,200,10,Clay,1,-500,2000,-1000,Dry,Region2
1351,Wheat,1.5,2,5000,45,50,10,Clay,0,-500,100,500,Dry,Region1
1352,Maize,-5.0,2,5000,45,200,10,Clay,yes,1000,2000,-1000,Wet,Region1
1353,Maize,10.0,2,5000,45,50,10,Clay,0,-500,2000,500,Dry,Region2
1354,Rice,-5.0,-1,5000,45,200,10,Clay,yes,-500,2000,-1000,Dry,Region2
1355,Rice,-5.0,2,5000,45,50,10,Sandy,0,1000,2000,-1000,Wet,Region1
1356,Maize,-5.0,-1,5000,45,200,10,Clay,yes,1000,100,500,Wet,Region2
1357,Maize,-5.0,2,5000,45,200,100,Clay,1,1000,2000,500,Dry,Region1
1358,Wheat,10.0,-1,100,45,50,10,Sandy,0,-500,100,-1000,Wet,Region2
1359,Rice,10.0,2,100,45,200,10,Sandy,yes,-500,100,-1000,Dry,Region2
1360,Maize,-5.0,5,10000,100,200,10,Clay,1,-500,2000,500,Dry,Region2
1361,Maize,10.0,-1,5000,45,50,100,Sandy,yes,-500,2000,-1000,Wet,Region1
1362,Rice,1.5,-1,10000,45,200,100,Clay,0,-500,100,500,Dry,Region1
1363,Wheat,10.0,5,5000,20,50,10,Clay,0,-500,2000,500,Dry,Region1
1364,Wheat,10.0,-1,100,100,200,10,Clay,yes,-500,2000,-1000,Wet,Region2
1365,Maize,-5.0,-1,10000,100,50,10,Clay,yes,1000,2000,-1000,Dry,Region1
1366,Rice,10.0,2,5000,100,200,10,Clay,1,1000,100,-1000,Wet,Region2
1367,Rice,1.5,-1,100,45,200,100,Sandy,1,-500,100,500,Wet,Region2
1368,Rice,10.0,2,100,45,200,100,Clay,yes,1000,2000,-1000,Dry,Region1
1369,Rice,-5.0,5,5000,100,200,10,Sandy,0,-500,100,-1000,Dry,Region2
1370,Wheat,1.5,5,5000,20,50,100,Clay,1,-500,2000,500,Wet,Region2
1371,Rice,1.5,2,10000,20,200,10,Clay,0,-500,100,-1000,Wet,Region1
1372,Maize,10.0,5,100,100,50,100,Sandy,yes,-500,100,500,Dry,Region1
1373,Wheat,1.5,2,100,45,200,10,Sandy,yes,-500,100,-1000,Wet,Region1
1374,Rice,1.5,2,5000,100,200,10,Sandy,0,-500,2000,-1000,Wet,Region2
1375,Wheat,1.5,2,5000,45,200,10,Clay,yes,1000,100,500,Dry,Region1
1376,Rice,10.0,5,100,20,200,100,Clay,1,-500,100,500,Wet,Region1
1377,Rice,1.5,-1,10000,100,200,100,Clay,yes,1000,2000,-1000,Wet,Region2
1378,Wheat,-5.0,-1,10000,20,50,100,Sandy,1,1000,2000,500,Dry,Region2
1379,Rice,10.0,-1,100,20,50,10,Sandy,yes,1000,2000,500,Dry,Region2
1380,Rice,-5.0,5,10000,45,50,10,Sandy,0,1000,2000,500,Wet,Region2
1381,Maize,-5.0,-1,10000,45,200,10,Sandy,0,1000,100,500,Dry,Region1
1382,Wheat,10.0,5,100,20,50,10,Clay,0,-500,100,500,Wet,Region1
1383,Rice,10.0,5,10000,45,200,10,Clay,yes,1000,100,-1000,Wet,Region1
1384,Maize,1.5,2,100,100,50,100,Sandy,0,-500,2000,500,Dry,Region1
1385,Wheat,10.0,-1,5000,45,50,100,Sandy,yes,-500,2000,-1000,Wet,Region2
1386,Maize,10.0,5,10000,45,200,10,Sandy,1,1000,2000,-1000,Dry,Region2
1387,Maize,-5.0,-1,10000,100,50,10,Clay,0,-500,100,500,Dry,Region2
1388,Maize,-5.0,-1,100,20,50,100,Clay,yes,-500,100,500,Dry,Region1
1389,Maize,-5.0,5,100,20,50,100,Sandy,1,-500,2000,500,Dry,Region1
1390,Wheat,10.0,-1,100,45,50,10,Clay,yes,-500,2000,-1000,Dry,Region2
1391,Wheat,1.5,5,10000,45,50,10,Clay,yes,1000,2000,-1000,Wet,Region2
1392,Maize,1.5,-1,10000,100,200,10,Clay,yes,1000,100,500,Wet,Region1
1393,Maize,10.0,2,100,45,50,10,Sandy,yes,-500,2000,500,Dry,Region2
1394,Wheat,-5.0,5,10000,20,200,10,Sandy,1,1000,2000,500,Dry,Region2
1395,Rice,10.0,-1,100,45,50,100,Sandy,yes,1000,100,500,Dry,Region2
1396,Maize,-5.0,2,100,45,200,10,Clay,0,-500,100,-1000,Dry,Region2
1397,Wheat,-5.0,-1,10000,100,200,100,Sandy,0,-500,100,500,Wet,Region1
1398,Rice,10.0,2,5000,45,50,10,Clay,0,1000,100,500,Wet,Region1
1399,Rice,1.5,5,10000,45,200,100,Clay,0,1000,2000,500,Wet,Region1
1400,Rice,10.0,-1,100,20,200,10,Sandy,1,-500,2000,-1000,Dry,Region1
1401,Maize,1.5,5,100,45,50,10,Sandy,1,1000,100,-1000,Dry,Region2
1402,Rice,-5.0,2,5000,100,50,10,Sandy,0,-500,2000,500,Dry,Region1
1403,Wheat,1.5,5,5000,45,50,100,Sandy,0,-500,100,500,Wet,Region1
1404,Rice,-5.0,2,5000,20,50,10,Sandy,0,1000,2000,500,Wet,Region2
1405,Wheat,1.5,-1,10000,100,200,10,Sandy,1,-500,100,-1000,Wet,Region2
1406,Wheat,1.5,2,10000,20,200,10,Sandy,0,-500,2000,500,Dry,Region1
1407,Rice,-5.0,-1,5000,45,200,10,Sandy,yes,1000,100,500,Dry,Region2
1408,Maize,-5.0,5,5000,45,200,10,Clay,1,-500,100,500,Dry,Region2
1409,Wheat,10.0,-1,100,20,50,100,Sandy,0,-500,100,-1000,Wet,Region1
1410,Maize,10.0,5,5000,45,50,100,Sandy,1,1000,2000,-1000,Wet,Region1
1411,Rice,10.0,2,100,20,200,100,Sandy,0,-500,2000,-1000,Dry,Region2
1412,Maize,10.0,-1,100,20,200,100,Sandy,0,1000,100,-1000,Dry,Region2
1413,Maize,1.5,5,10000,100,50,100,Sandy,1,1000,2000,500,Dry,Region1
1414,Rice,10.0,2,100,20,50,100,Sandy,yes,1000,100,500,Wet,Region2
1415,Maize,-5.0,2,100,20,50,10,Clay,yes,-500,100,500,Wet,Region1
1416,Maize,10.0,2,10000,20,50,100,Clay,1,-500,100,500,Wet,Region1
1417,Maize,10.0,-1,5000,20,200,10,Sandy,0,1000,100,-1000,Wet,Region1
1418,Wheat,1.5,2,100,45,50,10,Clay,yes,1000,100,-1000,Dry,Region1
1419,Maize,-5.0,-1,10000,20,200,10,Sandy,yes,-500,100,-1000,Wet,Region2
1420,Maize,-5.0,2,5000,20,200,10,Sandy,yes,-500,100,-1000,Wet,Region1
1421,Maize,10.0,2,10000,45,200,100,Clay,yes,1000,2000,-1000,Wet,Region1
1422,Maize,10.0,-1,10000,45,200,100,Sandy,1,-500,100,-1000,Wet,Region1
1423,Wheat,-5.0,-1,100,45,200,10,Clay,0,-500,2000,-1000,Wet,Region1
1424,Rice,1.5,-1,10000,100,50,100,Clay,yes,-500,100,500,Dry,Region1
1425,Maize,-5.0,-1,10000,20,50,10,Sandy,1,-500,100,-1000,Wet,Region1
1426,Wheat,-5.0,2,10000,20,200,10,Sandy,yes,-500,100,500,Wet,Region1
1427,Rice,1.5,-1,10000,100,200,100,Clay,1,1000,100,500,Dry,Region2
1428,Maize,1.5,-1,10000,100,200,100,Clay,1,1000,100,-1000,Wet,Region2
1429,Wheat,10.0,2,100,100,50,100,Sandy,yes,-500,2000,-1000,Dry,Region1
1430,Rice,10.0,2,5000,45,200,100,Sandy,0,1000,100,-1000,Wet,Region1
1431,Wheat,-5.0,5,100,100,200,10,Clay,0,-500,100,500,Wet,Region1
1432,Wheat,1.5,-1,5000,20,50,100,Clay,1,1000,2000,500,Dry,Region1
1433,Rice,1.5,2,100,20,50,10,Clay,1,-500,100,500,Dry,Region1
1434,Wheat,10.0,-1,100,45,200,100,Clay,0,-500,2000,-1000,Wet,Region2
1435,Maize,1.5,5,10000,100,200,10,Sandy,yes,1000,100,500,Dry,Region1
1436,Maize,-5.0,-1,100,100,200,10,Sandy,1,1000,100,500,Wet,Region1
1437,Rice,10.0,5,5000,20,50,100,Sandy,yes,-500,2000,-1000,Dry,Region1
1438,Rice,1.5,2,100,20,50,10,Clay,1,-500,2000,500,Wet,Region2
1439,Rice,1.5,2,10000,45,200,10,Clay,1,-500,2000,-1000,Dry,Region1
1440,Wheat,1.5,2,5000,100,50,10,Clay,yes,-500,100,500,Dry,Region1
1441,Rice,10.0,2,5000,20,200,100,Sandy,yes,-500,100,500,Dry,Region1
1442,Maize,10.0,5,5000,45,200,10,Sandy,0,1000,100,-1000,Wet,Region1
1443,Rice,-5.0,2,10000,20,200,10,Clay,0,-500,2000,-1000,Dry,Region2
1444,Maize,10.0,2,10000,100,50,100,Clay,1,-500,100,-1000,Dry,Region1
1445,Rice,-5.0,2,10000,100,50,10,Clay,1,-500,2000,500,Dry,Region2
1446,Maize,-5.0,-1,10000,20,50,100,Sandy,0,1000,100,-1000,Wet,Region2
1447,Maize,10.0,2,5000,45,200,10,Clay,yes,-500,100,-1000,Wet,Region2
1448,Maize,10.0,2,5000,45,200,10,Sandy,yes,1000,100,-1000,Dry,Region1
1449,Wheat,10.0,-1,100,45,200,100,Clay,1,-500,100,500,Wet,Region2
1450,Rice,1.5,-1,10000,100,200,10,Clay,0,1000,100,-1000,Wet,Region2
1451,Wheat,-5.0,-1,10000,45,200,100,Sandy,1,1000,2000,-1000,Dry,Region2
1452,Rice,-5.0,-1,100,20,50,10,Sandy,0,1000,2000,500,Wet,Region2
1453,Rice,1.5,2,5000,20,200,100,Sandy,1,-500,100,-1000,Wet,Region2
1454,Maize,-5.0,5,5000,45,50,100,Sandy,0,1000,100,-1000,Dry,Region1
1455,Wheat,1.5,2,100,20,50,10,Sandy,1,-500,2000,500,Wet,Region2
1456,Rice,10.0,-1,10000,45,200,100,Clay,1,1000,100,-1000,Wet,Region2
1457,Rice,-5.0,2,5000,100,200,100,Clay,1,1000,100,-1000,Dry,Region2
1458,Rice,-5.0,2,5000,100,200,100,Sandy,1,-500,2000,500,Dry,Region2
1459,Wheat,-5.0,2,100,45,50,100,Clay,1,1000,100,-1000,Dry,Region2
1460,Maize,1.5,-1,10000,45,200,100,Clay,yes,1000,2000,500,Wet,Region1
1461,Wheat,10.0,2,5000,45,200,100,Clay,1,1000,2000,500,Dry,Region1
1462,Rice,1.5,2,5000,20,200,10,Sandy,1,1000,100,500,Wet,Region2
1463,Rice,-5.0,5,5000,45,50,10,Clay,1,-500,2000,500,Dry,Region1
1464,Maize,-5.0,5,100,20,200,100,Clay,0,-500,2000,500,Dry,Region1
1465,Rice,-5.0,-1,100,100,50,100,Sandy,0,-500,2000,-1000,Wet,Region2
1466,Maize,-5.0,2,10000,45,50,100,Clay,1,-500,100,-1000,Dry,Region2
1467,Rice,1.5,-1,5000,100,50,100,Clay,yes,1000,100,-1000,Wet,Region2
1468,Rice,-5.0,2,5000,100,50,10,Clay,1,-500,2000,500,Wet,Region2
1469,Maize,-5.0,-1,100,100,50,10,Sandy,yes,-500,2000,500,Wet,Region2
1470,Maize,1.5,-1,5000,20,50,100,Sandy,0,-500,100,500,Wet,Region1
1471,Rice,10.0,5,100,100,50,100,Sandy,yes,-500,2000,-1000,Wet,Region1
1472,Rice,10.0,-1,100,45,200,100,Sandy,0,1000,100,-1000,Wet,Region2
1473,Rice,1.5,5,100,20,200,100,Clay,yes,1000,2000,500,Dry,Region1
1474,Maize,1.5,-1,5000,20,50,100,Sandy,yes,-500,2000,-1000,Wet,Region2
1475,Rice,1.5,5,5000,45,200,100,Clay,yes,-500,2000,-1000,Wet,Region2
1476,Wheat,1.5,2,5000,100,200,100,Sandy,0,1000,2000,500,Wet,Region2
1477,Wheat,1.5,2,10000,100,200,100,Clay,1,1000,2000,-1000,Dry,Region2
1478,Wheat,1.5,2,100,100,200,100,Clay,0,-500,2000,-1000,Dry,Region1
1479,Wheat,1.5,5,5000,100,50,10,Sandy,0,1000,100,-1000,Wet,Region2
1480,Rice,1.5,2,5000,45,200,10,Clay,0,-500,100,-1000,Wet,Region2
1481,Wheat,-5.0,5,10000,100,50,100,Clay,0,1000,100,-1000,Dry,Region2
1482,Wheat,1.5,5,10000,45,200,100,Clay,0,-500,2000,500,Wet,Region2
1483,Maize,-5.0,-1,100,100,50,10,Clay,1,-500,100,500,Wet,Region2
1484,Maize,10.0,2,5000,100,50,10,Sandy,0,-500,100,-1000,Dry,Region1
1485,Maize,10.0,2,100,20,50,100,Sandy,1,1000,2000,-1000,Wet,Region1
1486,Maize,1.5,-1,100,45,200,100,Sandy,1,1000,100,500,Dry,Region2
1487,Wheat,-5.0,-1,5000,45,200,100,Sandy,1,-500,100,500,Wet,Region2
1488,Maize,-5.0,-1,5000,100,50,10,Clay,0,1000,2000,500,Wet,Region1
1489,Rice,10.0,-1,100,45,200,100,Sandy,0,-500,2000,-1000,Wet,Region1
1490,Maize,1.5,5,5000,100,50,10,Clay,0,-500,2000,-1000,Dry,Region1
1491,Wheat,1.5,2,5000,20,200,10,Clay,0,-500,2000,500,Dry,Region1
1492,Rice,-5.0,5,100,20,200,10,Sandy,1,-500,2000,500,Dry,Region2
1493,Wheat,10.0,5,100,100,50,100,Sandy,1,-500,2000,-1000,Wet,Region2
1494,Wheat,1.5,5,10000,20,200,10,Sandy,1,1000,100,500,Dry,Region1
1495,Wheat,-5.0,5,5000,20,50,100,Sandy,1,-500,2000,-1000,Wet,Region2
1496,Wheat,1.5,-1,100,20,200,100,Clay,yes,1000,100,-1000,Dry,Region1
1497,Wheat,1.5,-1,10000,20,50,10,Clay,yes,-500,100,500,Wet,Region2
1498,Maize,1.5,2,100,20,200,10,Sandy,0,-500,100,500,Wet,Region1
1499,Wheat,10.0,5,100,100,50,10,Sandy,yes,1000,2000,-1000,Dry,Region1
1500,Rice,1.5,-1,100,20,50,100,Sandy,1,1000,100,500,Dry,Region1
1501,Wheat,10.0,5,100,20,50,100,Clay,yes,1000,2000,500,Wet,Region1
1502,Rice,1.5,-1,10000,45,50,10,Sandy,1,-500,2000,-1000,Wet,Region1
1503,Wheat,-5.0,5,100,45,200,100,Sandy,0,-500,2000,-1000,Dry,Region1
1504,Rice,10.0,-1,5000,20,50,10,Clay,yes,-500,2000,500,Dry,Region1
1505,Maize,-5.0,-1,10000,20,200,100,Sandy,yes,1000,100,-1000,Dry,Region1
1506,Rice,1.5,5,5000,45,200,10,Sandy,0,-500,2000,500,Dry,Region2
1507,Wheat,10.0,-1,5000,100,200,10,Sandy,1,-500,2000,500,Wet,Region1
1508,Maize,1.5,2,100,20,50,100,Sandy,0,1000,2000,-1000,Dry,Region2
1509,Rice,1.5,5,100,100,200,100,Sandy,1,1000,100,500,Wet,Region1
1510,Maize,10.0,2,5000,45,50,10,Clay,0,1000,2000,-1000,Wet,Region1
1511,Maize,10.0,2,10000,100,200,100,Sandy,1,1000,2000,-1000,Dry,Region1
1512,Maize,-5.0,2,100,45,200,10,Clay,1,1000,2000,500,Dry,Region2
1513,Rice,-5.0,2,100,20,50,10,Clay,1,-500,100,-1000,Dry,Region1
1514,Rice,1.5,2,10000,45,200,100,Sandy,0,-500,100,500,Dry,Region1
1515,Wheat,-5.0,5,10000,20,50,10,Sandy,0,1000,100,-1000,Wet,Region2
1516,Rice,-5.0,-1,100,45,200,100,Sandy,1,1000,2000,500,Wet,Region1
1517,Rice,10.0,5,10000,20,50,100,Clay,0,1000,2000,-1000,Dry,Region1
1518,Wheat,10.0,2,100,100,50,100,Clay,yes,1000,100,500,Dry,Region2
1519,Maize,-5.0,5,5000,45,200,10,Clay,0,1000,2000,500,Wet,Region1
1520,Rice,-5.0,-1,100,45,200,10,Clay,0,-500,100,500,Dry,Region2
1521,Maize,-5.0,5,100,20,200,100,Sandy,0,-500,100,500,Dry,Region2
1522,Wheat,-5.0,5,10000,100,50,10,Sandy,0,1000,100,-1000,Dry,Region1
1523,Maize,10.0,5,5000,100,200,100,Clay,1,1000,100,500,Dry,Region1
1524,Maize,-5.0,-1,10000,20,50,100,Clay,0,-500,100,500,Dry,Region2
1525,Wheat,10.0,5,10000,100,50,10,Clay,0,-500,2000,-1000,Wet,Region2
1526,Wheat,10.0,-1,100,45,200,100,Clay,0,-500,100,-1000,Dry,Region2
1527,Maize,1.5,-1,5000,100,50,100,Sandy,1,-500,2000,-1000,Wet,Region2
1528,Rice,1.5,-1,100,45,200,10,Sandy,1,-500,100,500,Wet,Region2
1529,Wheat,10.0,-1,100,20,50,100,Sandy,0,-500,2000,-1000,Dry,Region2
1530,Rice,-5.0,-1,5000,100,50,10,Clay,1,-500,100,-1000,Wet,Region1
1531,Wheat,-5.0,5,5000,20,200,10,Sandy,1,1000,100,500,Wet,Region1
1532,Wheat,-5.0,2,10000,100,50,10,Clay,1,1000,2000,-1000,Wet,Region1
1533,Maize,10.0,-1,10000,20,50,10,Sandy,0,1000,100,-1000,Wet,Region1
1534,Wheat,1.5,5,100,100,200,100,Sandy,0,1000,100,-1000,Dry,Region1
1535,Wheat,-5.0,-1,10000,45,50,10,Sandy,1,1000,2000,-1000,Wet,Region1
1536,Rice,10.0,5,5000,45,50,10,Sandy,0,1000,100,-1000,Wet,Region2
1537,Maize,1.5,5,5000,100,50,10,Clay,1,1000,2000,-1000,Wet,Region2
1538,Rice,1.5,5,10000,100,50,10,Sandy,0,1000,100,500,Wet,Region2
1539,Wheat,10.0,2,100,100,200,10,Clay,1,-500,100,500,Dry,Region1
1540,Maize,-5.0,-1,10000,100,200,10,Sandy,1,1000,2000,-1000,Wet,Region2
1541,Rice,1.5,-1,100,45,50,100,Sandy,1,-500,2000,-1000,Wet,Region2
1542,Wheat,10.0,5,10000,100,50,100,Clay,0,1000,2000,500,Dry,Region2
1543,Maize,10.0,5,10000,100,200,100,Clay,yes,1000,2000,-1000,Wet,Region2
1544,Wheat,10.0,2,10000,100,50,10,Clay,0,-500,2000,500,Wet,Region2
1545,Maize,-5.0,5,100,100,50,10,Sandy,yes,-500,2000,500,Wet,Region2
1546,Rice,1.5,5,100,45,200,10,Sandy,0,-500,2000,-1000,Dry,Region2
1547,Maize,10.0,5,10000,20,50,10,Clay,1,1000,2000,500,Dry,Region1
1548,Maize,10.0,-1,5000,45,50,10,Sandy,yes,1000,2000,-1000,Wet,Region2
1549,Rice,10.0,5,5000,20,200,10,Sandy,1,-500,100,500,Wet,Region2
1550,Rice,-5.0,5,100,20,50,100,Sandy,0,-500,2000,-1000,Wet,Region2
1551,Rice,10.0,-1,5000,45,50,10,Clay,0,-500,2000,500,Dry,Region1
1552,Maize,1.5,-1,10000,20,200,100,Sandy,1,-500,100,-1000,Dry,Region2
1553,Maize,10.0,2,10000,100,200,10,Sandy,yes,-500,100,-1000,Wet,Region2
1554,Rice,10.0,-1,100,100,200,100,Sandy,0,1000,2000,-1000,Wet,Region1
1555,Rice,-5.0,-1,10000,100,200,100,Sandy,0,-500,100,-1000,Wet,Region2
1556,Rice,10.0,-1,5000,20,200,10,Sandy,0,1000,2000,500,Wet,Region2
1557,Maize,1.5,5,100,20,200,10,Sandy,0,1000,2000,-1000,Dry,Region1
1558,Wheat,10.0,5,10000,100,200,100,Sandy,1,-500,2000,500,Wet,Region1
1559,Rice,-5.0,-1,100,20,200,10,Clay,1,-500,2000,-1000,Dry,Region1
1560,Rice,10.0,2,100,45,200,10,Sandy,1,-500,100,-1000,Wet,Region1
1561,Maize,10.0,5,100,45,200,10,Sandy,0,-500,2000,-1000,Wet,Region2
1562,Rice,10.0,2,100,100,50,100,Clay,1,1000,100,500,Dry,Region2
1563,Wheat,-5.0,2,10000,45,200,100,Sandy,yes,1000,2000,-1000,Dry,Region2
1564,Rice,10.0,-1,5000,45,200,100,Clay,1,1000,2000,500,Wet,Region2
1565,Maize,-5.0,5,5000,100,200,10,Sandy,0,-500,100,-1000,Wet,Region2
1566,Rice,-5.0,-1,10000,100,200,10,Clay,0,-500,100,500,Dry,Region1
1567,Rice,10.0,2,5000,20,50,100,Sandy,yes,1000,2000,500,Wet,Region2
1568,Maize,10.0,-1,10000,20,200,100,Clay,yes,-500,100,-1000,Dry,Region2
1569,Maize,10.0,5,5000,45,50,100,Clay,yes,1000,2000,500,Wet,Region1
1570,Wheat,-5.0,5,5000,20,200,100,Clay,1,1000,100,500,Dry,Region1
1571,Wheat,10.0,2,10000,20,200,100,Clay,yes,-500,100,500,Wet,Region2
1572,Wheat,1.5,5,100,20,50,100,Clay,0,1000,2000,500,Wet,Region2
1573,Wheat,10.0,5,10000,45,200,10,Clay,0,-500,2000,-1000,Wet,Region1
1574,Rice,-5.0,2,10000,20,200,10,Clay,0,-500,100,500,Wet,Region1
1575,Wheat,10.0,5,5000,20,200,10,Clay,yes,1000,2000,500,Dry,Region1
1576,Rice,10.0,-1,100,45,200,100,Clay,0,-500,100,500,Wet,Region1
1577,Maize,-5.0,-1,100,45,200,100,Clay,0,-500,100,500,Dry,Region2
1578,Wheat,-5.0,5,10000,45,50,100,Sandy,0,-500,100,500,Dry,Region1
1579,Wheat,10.0,2,10000,100,50,10,Clay,yes,1000,100,500,Dry,Region1
1580,Rice,-5.0,-1,10000,100,200,10,Sandy,1,-500,100,500,Wet,Region1
1581,Rice,-5.0,2,5000,100,200,100,Sandy,1,-500,100,-1000,Wet,Region2
1582,Rice,1.5,5,5000,20,50,100,Clay,0,1000,2000,-1000,Wet,Region1
1583,Maize,-5.0,5,10000,20,200,100,Clay,yes,-500,2000,-1000,Dry,Region1
1584,Maize,-5.0,-1,5000,100,200,10,Sandy,yes,1000,2000,-1000,Dry,Region1
1585,Rice,10.0,5,5000,45,50,10,Sandy,yes,1000,100,500,Wet,Region2
1586,Maize,10.0,-1,10000,45,200,100,Clay,0,1000,100,-1000,Wet,Region2
1587,Rice,10.0,-1,5000,100,50,100,Clay,1,1000,2000,-1000,Wet,Region1
1588,Rice,10.0,-1,10000,100,200,100,Sandy,yes,1000,2000,500,Dry,Region1
1589,Wheat,1.5,5,100,100,200,100,Clay,1,-500,100,-1000,Wet,Region1
1590,Wheat,1.5,2,10000,20,50,100,Sandy,1,-500,2000,-1000,Wet,Region1
1591,Wheat,1.5,5,10000,45,200,10,Sandy,1,1000,100,500,Dry,Region1
1592,Rice,-5.0,2,5000,100,200,10,Sandy,1,-500,2000,-1000,Dry,Region2
1593,Maize,10.0,2,100,20,50,10,Clay,0,1000,2000,500,Dry,Region1
1594,Wheat,-5.0,-1,100,100,50,100,Sandy,1,1000,2000,500,Wet,Region2
1595,Maize,1.5,-1,100,20,50,10,Clay,0,-500,2000,500,Dry,Region2
1596,Rice,10.0,5,100,45,50,100,Clay,yes,-500,2000,-1000,Dry,Region1
1597,Wheat,10.0,5,5000,100,200,100,Clay,0,-500,2000,-1000,Wet,Region2
1598,Rice,10.0,5,10000,20,50,100,Clay,0,-500,2000,-1000,Wet,Region1
1599,Maize,1.5,5,10000,45,50,10,Sandy,1,1000,2000,500,Dry,Region2
1600,Rice,-5.0,-1,5000,100,50,100,Clay,yes,1000,2000,500,Dry,Region1
1601,Maize,10.0,-1,10000,45,200,10,Sandy,0,1000,100,500,Wet,Region2
1602,Rice,-5.0,-1,100,20,200,10,Sandy,0,1000,2000,500,Dry,Region1
1603,Rice,10.0,-1,100,100,50,10,Sandy,1,-500,100,-1000,Dry,Region1
1604,Wheat,10.0,2,100,45,50,10,Sandy,0,-500,100,-1000,Dry,Region1
1605,Wheat,1.5,2,10000,20,200,100,Sandy,0,-500,2000,500,Dry,Region2
1606,Rice,1.5,2,100,45,200,10,Clay,1,-500,2000,500,Dry,Region2
1607,Rice,1.5,2,10000,45,200,10,Clay,0,1000,100,-1000,Wet,Region2
1608,Maize,-5.0,2,5000,45,50,100,Clay,yes,-500,100,-1000,Dry,Region1
1609,Rice,1.5,2,10000,45,50,100,Clay,0,1000,2000,-1000,Dry,Region1
1610,Wheat,10.0,-1,5000,45,200,100,Clay,yes,1000,2000,-1000,Dry,Region1
1611,Maize,-5.0,-1,5000,45,200,10,Clay,0,1000,100,-1000,Dry,Region2
1612,Wheat,1.5,2,5000,100,50,10,Clay,1,1000,100,-1000,Dry,Region2
1613,Wheat,-5.0,2,5000,20,50,100,Sandy,0,-500,100,-1000,Dry,Region2
1614,Rice,10.0,2,10000,45,50,100,Sandy,yes,1000,100,-1000,Dry,Region2
1615,Maize,10.0,5,100,20,50,100,Sandy,yes,1000,100,-1000,Wet,Region1
1616,Maize,10.0,5,100,45,200,10,Sandy,yes,-500,2000,500,Dry,Region2
1617,Maize,1.5,2,5000,20,200,10,Sandy,1,1000,2000,500,Wet,Region2
1618,Maize,1.5,2,5000,20,200,10,Sandy,0,1000,100,-1000,Dry,Region1
1619,Maize,10.0,5,10000,100,200,10,Sandy,1,1000,100,500,Wet,Region1
1620,Rice,1.5,5,10000,20,50,10,Clay,yes,1000,2000,500,Wet,Region2
1621,Maize,10.0,-1,10000,20,200,10,Sandy,0,-500,100,500,Dry,Region1
1622,Maize,-5.0,5,5000,20,50,100,Clay,0,-500,100,-1000,Wet,Region2
1623,Rice,1.5,5,10000,100,200,100,Sandy,yes,-500,2000,-1000,Dry,Region1
1624,Wheat,10.0,2,100,45,50,100,Sandy,1,1000,2000,500,Dry,Region1
1625,Maize,-5.0,2,5000,20,200,100,Clay,0,1000,100,500,Dry,Region1
1626,Wheat,1.5,2,10000,20,200,100,Clay,0,-500,2000,500,Dry,Region2
1627,Maize,10.0,-1,100,45,200,10,Clay,yes,-500,100,-1000,Wet,Region2
1628,Wheat,10.0,2,10000,20,200,100,Clay,yes,-500,100,-1000,Wet,Region1
1629,Maize,10.0,-1,100,45,200,100,Sandy,yes,-500,100,-1000,Dry,Region2
1630,Wheat,10.0,5,5000,100,200,10,Clay,yes,1000,2000,-1000,Dry,Region2
1631,Maize,-5.0,2,100,45,50,100,Sandy,yes,1000,2000,500,Wet,Region2
1632,Rice,-5.0,5,100,100,200,10,Sandy,1,-500,2000,500,Wet,Region2
1633,Maize,10.0,2,100,45,50,100,Clay,1,-500,100,500,Dry,Region1
1634,Wheat,1.5,2,10000,20,200,100,Sandy,yes,1000,100,-1000,Wet,Region2
1635,Maize,10.0,-1,5000,20,200,10,Clay,0,-500,2000,-1000,Wet,Region2
1636,Maize,10.0,-1,10000,100,50,100,Sandy,1,1000,100,500,Wet,Region1
